Matchup,Best Strategy for abbasid_dynasty,Best Strategy for ayyubids,Best Strategy for byzantines,Best Strategy for chinese,Best Strategy for delhi_sultanate,Best Strategy for english,Best Strategy for french,Best Strategy for holy_roman_empire,Best Strategy for japanese,Best Strategy for jeanne_darc,Best Strategy for malians,Best Strategy for mongols,Best Strategy for order_of_the_dragon,Best Strategy for ottomans,Best Strategy for rus,Best Strategy for zhu_xis_legacy
"abbasid_dynasty vs abbasid_dynasty","Fast Feudal, 2 TC rush with camel archers (use House of Wisdom eco bonus; watch for early camel pressure; if uncontested, tech to Castle Age for Scholars)",,,,,,,,,,,,,,"Fast Feudal, 2 TC rush with camel archers (use House of Wisdom eco bonus; watch for early camel pressure; if uncontested, tech to Castle Age for Scholars)",
"holy_roman_empire vs ayyubids",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for Ayyubid horsemen; if no horsemen, infantry with siege)",,"Rush horsemen, deny relic collection (strike fast; watch for prelate infantry; if no relics, mass Mamluks with archers)",,,,,,,,,,,,
"holy_roman_empire vs byzantines",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for Byzantine cataphracts; if no cavalry, infantry with siege)",,,"Rush cataphracts, deny relics (watch for prelate infantry; if no relics, cistern boom with archers)",,,,,,,,,,,
"holy_roman_empire vs chinese",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for Nest of Bees; if no scouts, infantry with siege)",,,,"Rush scouts, deny relics (watch for prelate infantry; if no relics, fast Feudal with fire lancers)",,,,,,,,,,
"holy_roman_empire vs delhi_sultanate",,,,,,,,"Infantry with spears, counter war elephants (watch for elephants; if no elephants, infantry with siege)",,,,,"Scholar push, deny relics (watch for prelate infantry; if no relics, fast Castle with elephants)",,,,,,,,
"holy_roman_empire vs english",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for longbowmen; if no longbows, infantry with knights)",,,,,,"Longbowmen rush, deny relics (watch for prelate infantry; if no relics, turtle with boom)",,,,,,,
"holy_roman_empire vs french",,,,,,,,"Infantry with spears, deny trade (watch for knights; if no knights, infantry with siege)",,,,,,,"Fast knights rush, deny relics (watch for prelate infantry; if no knights, fast Castle with trade posts)",,,,,,
"holy_roman_empire vs holy_roman_empire",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for prelate infantry; if no relics, boom with infantry)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for prelate infantry; if no relics, boom with infantry)",,,,,
"holy_roman_empire vs japanese",,,,,,,,"Infantry rush, deny shrines (watch for samurai; if no samurai, infantry with siege)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for prelate infantry; if no relics, mass samurai with monks)",,,,
"holy_roman_empire vs jeanne_darc",,,,,,,,"Infantry with boom, deny conversions (watch for knight conversions; if no knights, infantry with monks)",,,,,,,,,,"Fast knights rush, convert infantry with inspiration (watch for prelate infantry; if no relics, convert with boom)",,,
"holy_roman_empire vs malians",,,,,,,,"Infantry rush, deny cattle (watch for Musofadi; if no rush, infantry with siege)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for prelate infantry; if no relics, mass infantry with gold)",,
"holy_roman_empire vs mongols",,,,,,,,"Infantry with spears, deny trade (watch for Mangudai; if no Mangudai, infantry with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for prelate infantry; if no relics, trade with cavalry)",
"holy_roman_empire vs order_of_the_dragon",,,,,,,,"Infantry with spears, counter knights (watch for siege units; if no knights, infantry with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for prelate infantry; if no relics, siege with boom)",
"holy_roman_empire vs ottomans",,,,,,,,"Infantry rush, disrupt military schools (watch for Janissaries; if no early push, infantry with siege)",,,,,,,,,,,,,,"Early horsemen, deny relics with Janissaries (watch for prelate infantry; if relics secured, transition to gunpowder)",,
"holy_roman_empire vs rus",,,,,,,,"Infantry with boom, counter archers (watch for horse archers; if no archers, infantry with siege)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for prelate infantry; if no relics, hunt with boyars)",
"holy_roman_empire vs zhu_xis_legacy",,,,,,,,"Infantry rush, harass eco (watch for cavalry rush; if no rush, infantry with siege)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for prelate infantry; if no relics, dynasty with siege)"
"japanese vs abbasid_dynasty",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Abbasid camels; if no boom, mass samurai with monks)","2 TC boom, camels vs samurai (use House of Wisdom bonus; watch for early samurai rush; if no rush, use archers)",,,,,,,,,,,,,
"japanese vs ayyubids",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Ayyubid horsemen; if no horsemen, mass samurai with siege)",,"Rush horsemen, counter samurai (strike fast; watch for samurai; if no samurai, mass Mamluks with archers)",,,,,,,,,,,,
"japanese vs byzantines",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Byzantine cataphracts; if no cavalry, mass samurai with siege)",,,"Rush cataphracts, counter samurai (watch for samurai; if no samurai, cistern boom with archers)",,,,,,,,,,,
"japanese vs chinese",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Nest of Bees; if no scouts, mass samurai with monks)",,,,"Fast Feudal, Nest of Bees rush (watch for samurai; if no samurai, fast Feudal with fire lancers)",,,,,,,,,,
"japanese vs delhi_sultanate",,,,,,,,,"Fast samurai rush, counter war elephants (watch for elephants; if no elephants, mass samurai with siege)",,,,,"Elephant rush, harass eco (watch for samurai; if no samurai, fast Castle with towers)",,,,,,,,
"japanese vs english",,,,,,,,,"Fast samurai rush, harass farms (watch for longbowmen; if no longbows, mass samurai with knights)",,,,,,"Mass longbowmen, turtle with boom (watch for samurai; if no samurai, turtle with man-at-arms)",,,,,,,
"japanese vs french",,,,,,,,,"Fast samurai rush, counter knights (watch for knights; if no knights, mass samurai with monks)",,,,,,,"Fast knights rush, harass eco (watch for samurai; if no samurai, fast Castle with trade posts)",,,,,,
"japanese vs holy_roman_empire",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for prelate infantry; if no relics, mass samurai with siege)",,,,,,,,"Infantry rush, deny shrines (watch for samurai; if no samurai, boom with crossbowmen)",,,,,
"japanese vs japanese",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for samurai; if no samurai, mass samurai with siege)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for samurai; if no samurai, mass samurai with siege)",,,,
"japanese vs jeanne_darc",,,,,,,,,"Fast samurai rush, harass eco (watch for knight conversions; if no knights, mass samurai with monks)",,,,,,,,,,"Fast knights rush, convert samurai with inspiration (watch for samurai; if no samurai, convert with boom)",,,
"japanese vs malians",,,,,,,,,"Fast samurai rush, deny cattle (watch for Musofadi; if no rush, mass samurai with siege)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for samurai; if no samurai, mass infantry with gold)",,
"japanese vs mongols",,,,,,,,,"Fast samurai rush, deny trade (watch for Mangudai; if no Mangudai, mass samurai with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for samurai; if no samurai, trade with cavalry)",
"japanese vs order_of_the_dragon",,,,,,,,,"Fast samurai rush, counter knights (watch for siege units; if no knights, mass samurai with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for samurai; if no samurai, siege with boom)",
"japanese vs ottomans",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Janissaries; if no early push, mass samurai with siege)",,,,,,,,,,,,,,"Janissaries with siege rams, counter samurai (watch for shrine eco; if pressured, add monks for support)",,
"japanese vs rus",,,,,,,,,"Fast samurai rush, harass hunters (watch for horse archers; if no archers, mass samurai with siege)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for samurai; if no samurai, hunt with boyars)",
"japanese vs zhu_xis_legacy",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for cavalry rush; if no rush, mass samurai with monks)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for samurai; if no samurai, dynasty with siege)"
"jeanne_darc vs abbasid_dynasty",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for Abbasid camels; if no boom, convert with siege)","Rush camel archers, disrupt eco (use House of Wisdom bonus; watch for knight conversions; if no knights, 2 TC with monks)",,,,,,,,,,,,,
"jeanne_darc vs ayyubids",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for Ayyubid horsemen; if no horsemen, convert with siege)",,"Rush horsemen, disrupt eco (strike fast; watch for knight conversions; if no knights, mass Mamluks with monks)",,,,,,,,,,,,
"jeanne_darc vs byzantines",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for Byzantine cataphracts; if no cavalry, convert with siege)",,,"Rush cataphracts, disrupt eco (watch for knight conversions; if no knights, cavalry with monks)",,,,,,,,,,,
"jeanne_darc vs chinese",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for Nest of Bees; if no scouts, convert with siege)",,,,"Rush scouts, harass eco (watch for knight conversions; if no knights, fast Feudal with monks)",,,,,,,,,,
"jeanne_darc vs delhi_sultanate",,,,,,,,,,"Fast knights rush, counter war elephants (watch for elephants; if no elephants, convert with siege)",,,,,"Fast Feudal, war elephant push (watch for knight conversions; if no knights, fast Castle with monks)",,,,,,,,
"jeanne_darc vs english",,,,,,,,,,"Fast knights rush, convert longbowmen with inspiration (watch for longbowmen; if no longbows, convert with knights)",,,,,,"Longbowmen with towers, harass eco (watch for knight conversions; if no knights, turtle with monks)",,,,,,,
"jeanne_darc vs french",,,,,,,,,,"Fast knights rush, convert knights with inspiration (watch for knights; if no knights, convert with trade posts)",,,,,,,"Fast knights rush, secure trade (watch for knight conversions; if no knights, fast Castle with monks)",,,,,,
"jeanne_darc vs holy_roman_empire",,,,,,,,,,"Fast knights rush, convert infantry with inspiration (watch for prelate infantry; if no relics, convert with siege)",,,,,,,,"Infantry with boom, deny conversions (watch for knight conversions; if no knights, boom with monks)",,,,,
"jeanne_darc vs japanese",,,,,,,,,,"Fast knights rush, convert samurai with inspiration (watch for samurai; if no samurai, convert with siege)",,,,,,,,,"Fast samurai rush, harass eco (watch for knight conversions; if no knights, mass samurai with monks)",,,,
"jeanne_darc vs jeanne_darc",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for knight conversions; if no knights, convert with boom)",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for knight conversions; if no knights, convert with boom)",,,
"jeanne_darc vs malians",,,,,,,,,,"Fast knights rush, deny cattle (watch for Musofadi; if no rush, convert with siege)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for knight conversions; if no knights, mass infantry with monks)",,
"jeanne_darc vs mongols",,,,,,,,,,"Fast knights rush, convert Mangudai with inspiration (watch for Mangudai; if no Mangudai, convert with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for knight conversions; if no knights, trade with monks)",
"jeanne_darc vs order_of_the_dragon",,,,,,,,,,"Fast knights rush, convert knights with inspiration (watch for siege units; if no knights, convert with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for knight conversions; if no knights, siege with monks)",
"jeanne_darc vs ottomans",,,,,,,,,,"Fast knights rush, convert Janissaries with inspiration (watch for early horsemen; if no early push, convert with siege)",,,,,,,,,,,,,,"Early military school units, add monks to counter conversions (watch for Jeanne’s knights; if pressured, transition to Janissaries)",,
"jeanne_darc vs rus",,,,,,,,,,"Fast knights rush, harass hunters (watch for horse archers; if no archers, convert with siege)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for knight conversions; if no knights, hunt with monks)",
"jeanne_darc vs zhu_xis_legacy",,,,,,,,,,"Fast knights rush, convert cavalry with inspiration (watch for cavalry rush; if no rush, convert with siege)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for knight conversions; if no knights, dynasty with monks)"
"malians vs abbasid_dynasty",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (exploit gold eco; watch for Abbasid camels; if no boom, mass infantry with spearmen)","2 TC boom, camel archers vs Musofadi (use House of Wisdom bonus; watch for stealth rush; if no rush, tech to Castle for Scholars)",,,,,,,,,,,,,
"malians vs ayyubids",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (tap into gold eco; watch for Ayyubid horsemen; if no horsemen, mass infantry with spearmen)",,"Rush horsemen, kill cattle (strike fast; watch for Musofadi; if no rush, mass Mamluks with siege)",,,,,,,,,,,,
"malians vs byzantines",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (exploit gold eco; watch for Byzantine cataphracts; if no cavalry, mass infantry with spearmen)",,,"Cistern boom, counter infantry with cataphracts (watch for Musofadi; if no rush, cavalry with siege)",,,,,,,,,,,
"malians vs chinese",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (tap into gold eco; watch for Nest of Bees; if no scouts, mass infantry with spearmen)",,,,"Fast Feudal, Nest of Bees with boom (watch for Musofadi; if no rush, fast Feudal with fire lancers)",,,,,,,,,,
"malians vs delhi_sultanate",,,,,,,,,,,"Rush Musofadi warriors, counter war elephants (exploit gold eco; watch for elephants; if no elephants, mass infantry with spearmen)",,,,,"Elephant rush, deny cattle (watch for Musofadi; if no rush, fast Castle with towers)",,,,,,,,
"malians vs english",,,,,,,,,,,"Rush Musofadi warriors, harass farms (tap into gold eco; watch for longbowmen; if no longbows, mass infantry with knights)",,,,,,"Mass longbowmen, deny cattle (watch for Musofadi; if no rush, turtle with man-at-arms)",,,,,,,
"malians vs french",,,,,,,,,,,"Rush Musofadi warriors, counter knights (exploit gold eco; watch for knights; if no knights, mass infantry with spearmen)",,,,,,,"Fast knights rush, deny cattle (watch for Musofadi; if no rush, fast Castle with trade posts)",,,,,,
"malians vs holy_roman_empire",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (tap into gold eco; watch for prelate infantry; if no relics, mass infantry with spearmen)",,,,,,,,"Infantry rush, deny cattle (watch for Musofadi; if no rush, boom with crossbowmen)",,,,,
"malians vs japanese",,,,,,,,,,,"Rush Musofadi warriors, counter samurai (exploit gold eco; watch for samurai; if no samurai, mass infantry with spearmen)",,,,,,,,,"Fast samurai rush, deny cattle (watch for Musofadi; if no rush, mass samurai with monks)",,,,
"malians vs jeanne_darc",,,,,,,,,,,"Rush Musofadi warriors, harass eco (tap into gold eco; watch for knight conversions; if no knights, mass infantry with monks)",,,,,,,,,,"Fast knights rush, deny cattle (watch for Musofadi; if no rush, convert with boom)",,,
"malians vs malians",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (exploit gold eco; watch for Musofadi; if no rush, mass infantry with spearmen)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (tap into gold eco; watch for Musofadi; if no rush, mass infantry with spearmen)",,
"malians vs mongols",,,,,,,,,,,"Rush Musofadi warriors, deny trade (exploit gold eco; watch for Mangudai; if no Mangudai, mass infantry with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for Musofadi; if no rush, trade with cavalry)",
"malians vs order_of_the_dragon",,,,,,,,,,,"Rush Musofadi warriors, counter knights (tap into gold eco; watch for siege units; if no knights, mass infantry with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Musofadi; if no rush, siege with boom)",
"malians vs ottomans",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (exploit gold eco; watch for horsemen; if no early push, mass infantry with spearmen)",,,,,,,,,,,,,,"Horsemen to kill cattle, Janissaries to counter Musofadi (watch for stealth attacks; if pressured, add archers)",,
"malians vs rus",,,,,,,,,,,"Rush Musofadi warriors, deny hunters (tap into gold eco; watch for horse archers; if no archers, mass infantry with spearmen)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for Musofadi; if no rush, hunt with boyars)",
"malians vs zhu_xis_legacy",,,,,,,,,,,"Rush Musofadi warriors, harass eco (exploit gold eco; watch for cavalry rush; if no rush, mass infantry with spearmen)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Musofadi; if no rush, dynasty with siege)"
"mongols vs abbasid_dynasty",,,,,,,,,,,,"Mangudai rush, secure trade routes (capitalize on mobile steppe tactics; watch for Abbasid camels; if no boom, trade with cavalry)","Rush camel archers, deny trade carts (use House of Wisdom bonus; watch for Mangudai; if no Mangudai, 2 TC with cavalry)",,,,,,,,,,,,,
"mongols vs ayyubids",,,,,,,,,,,,"Mangudai rush, secure trade routes (exploit steppe mobility; watch for Ayyubid horsemen; if no horsemen, trade with cavalry)",,"Rush horsemen, deny trade carts (strike fast; watch for Mangudai; if no Mangudai, mass Mamluks with cavalry)",,,,,,,,,,,,
"mongols vs byzantines",,,,,,,,,,,,"Mangudai rush, secure trade routes (use steppe agility; watch for Byzantine cataphracts; if no cavalry, trade with cavalry)",,,"Rush cataphracts, deny trade (watch for Mangudai; if no Mangudai, cistern boom with cavalry)",,,,,,,,,,,
"mongols vs chinese",,,,,,,,,,,,"Mangudai rush, secure trade routes (capitalize on steppe tactics; watch for Nest of Bees; if no scouts, trade with cavalry)",,,,"Rush scouts, deny trade (watch for Mangudai; if no Mangudai, fast Feudal with fire lancers)",,,,,,,,,,
"mongols vs delhi_sultanate",,,,,,,,,,,,"Mangudai rush, counter war elephants (exploit steppe speed; watch for elephants; if no elephants, trade with cavalry)",,,,,"Fast Feudal, war elephants with archers (watch for Mangudai; if no Mangudai, fast Castle with cavalry)",,,,,,,,
"mongols vs english",,,,,,,,,,,,"Mangudai rush, harass farms (use steppe mobility; watch for longbowmen; if no longbows, trade with knights)",,,,,,"Longbowmen with spears, deny trade (watch for Mangudai; if no Mangudai, turtle with cavalry)",,,,,,,
"mongols vs french",,,,,,,,,,,,"Mangudai rush, counter knights (capitalize on steppe tactics; watch for knights; if no knights, trade with cavalry)",,,,,,,"Fast knights rush, deny trade (watch for Mangudai; if no Mangudai, fast Castle with cavalry)",,,,,,
"mongols vs holy_roman_empire",,,,,,,,,,,,"Mangudai rush, deny relics (exploit steppe agility; watch for prelate infantry; if no relics, trade with cavalry)",,,,,,,,"Infantry with spears, deny trade (watch for Mangudai; if no Mangudai, boom with cavalry)",,,,,
"mongols vs japanese",,,,,,,,,,,,"Mangudai rush, harass eco (use steppe speed; watch for samurai; if no samurai, trade with cavalry)",,,,,,,,,"Fast samurai rush, deny trade (watch for Mangudai; if no Mangudai, mass samurai with cavalry)",,,,
"mongols vs jeanne_darc",,,,,,,,,,,,"Mangudai rush, harass eco (capitalize on steppe tactics; watch for knight conversions; if no knights, trade with monks)",,,,,,,,,,"Fast knights rush, convert Mangudai with inspiration (watch for Mangudai; if no Mangudai, convert with cavalry)",
"mongols vs malians",,,,,,,,,,,,"Mangudai rush, counter infantry (exploit steppe mobility; watch for Musofadi; if no rush, trade with cavalry)",,,,,,,,,,,"Rush Musofadi warriors, deny trade (watch for Mangudai; if no Mangudai, mass infantry with cattle)",
"mongols vs mongols",,,,,,,,,,,,"Mangudai rush, secure trade routes (capitalize on steppe tactics; watch for Mangudai; if no Mangudai, trade with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (exploit steppe mobility; watch for Mangudai; if no Mangudai, trade with cavalry)",
"mongols vs order_of_the_dragon",,,,,,,,,,,,"Mangudai rush, counter knights (use steppe agility; watch for siege units; if no knights, trade with cavalry)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Mangudai; if no Mangudai, siege with cavalry)",
"mongols vs ottomans",,,,,,,,,,,,"Mangudai rush, disrupt military schools (capitalize on steppe tactics; watch for Janissaries; if no early push, trade with cavalry)",,,,,,,,,,,,,,"Siege engineering with Great Bombards, counter Mangudai (watch for mobility; if pressured, add Janissaries to defend)",,
"mongols vs rus",,,,,,,,,,,,"Mangudai rush, counter archers (exploit steppe speed; watch for horse archers; if no archers, trade with cavalry)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for Mangudai; if no Mangudai, hunt with cavalry)",
"mongols vs zhu_xis_legacy",,,,,,,,,,,,"Mangudai rush, harass eco (use steppe mobility; watch for cavalry rush; if no rush, trade with cavalry)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Mangudai; if no Mangudai, dynasty with cavalry)"
"order_of_the_dragon vs abbasid_dynasty",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Abbasid camels; if no boom, siege with knights)","Camel archers and spears, counter knights (use House of Wisdom bonus; watch for siege units; if no knights, 2 TC with siege)",,,,,,,,,,,,,
"order_of_the_dragon vs ayyubids",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Ayyubid horsemen; if no horsemen, siege with knights)",,"Rush horsemen, counter knights (strike fast; watch for siege units; if no knights, mass Mamluks with siege)",,,,,,,,,,,,
"order_of_the_dragon vs byzantines",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Byzantine cataphracts; if no cavalry, siege with knights)",,,"Rush cataphracts, counter knights (watch for siege units; if no knights, cistern boom with siege)",,,,,,,,,,,
"order_of_the_dragon vs chinese",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Nest of Bees; if no scouts, siege with knights)",,,,"Fast Feudal, Nest of Bees with spears (watch for siege units; if no knights, fast Feudal with fire lancers)",,,,,,,,,,
"order_of_the_dragon vs delhi_sultanate",,,,,,,,,,,,,"Fast knights rush, siege with spears (watch for war elephants; if no elephants, siege with knights)",,,,,"Elephant rush, counter knights (watch for siege units; if no knights, fast Castle with siege)",,,,,,,,
"order_of_the_dragon vs english",,,,,,,,,,,,,"Fast knights rush, siege harass (watch for longbowmen; if no longbows, siege with knights)",,,,,,"Longbowmen with spears, turtle (watch for siege units; if no knights, turtle with siege)",,,,,,,
"order_of_the_dragon vs french",,,,,,,,,,,,,"Fast knights rush, trade with spears (watch for knights; if no knights, siege with trade posts)",,,,,,,"Fast knights rush, secure trade (watch for siege units; if no knights, fast Castle with trade posts)",,,,,,
"order_of_the_dragon vs holy_roman_empire",,,,,,,,,,,,,"Fast knights rush, deny relics (watch for prelate infantry; if no relics, siege with knights)",,,,,,,,"Infantry with spears, counter knights (watch for siege units; if no knights, boom with siege)",,,,,
"order_of_the_dragon vs japanese",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for samurai; if no samurai, siege with knights)",,,,,,,,,"Fast samurai rush, counter knights (watch for siege units; if no knights, mass samurai with monks)",,,,
"order_of_the_dragon vs jeanne_darc",,,,,,,,,,,,,"Fast knights rush, siege with boom (watch for knight conversions; if no knights, siege with monks)",,,,,,,,,,"Fast knights rush, convert knights with inspiration (watch for siege units; if no knights, convert with boom)",
"order_of_the_dragon vs malians",,,,,,,,,,,,,"Fast knights rush, deny cattle (watch for Musofadi; if no rush, siege with knights)",,,,,,,,,,,"Rush Musofadi warriors, counter knights (watch for siege units; if no knights, mass infantry with gold)",
"order_of_the_dragon vs mongols",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Mangudai; if no Mangudai, siege with knights)",,,,,,,,,,,,"Mangudai rush, counter knights (capitalize on steppe tactics; watch for siege units; if no knights, trade with cavalry)",
"order_of_the_dragon vs order_of_the_dragon",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for siege units; if no knights, siege with boom)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for siege units; if no knights, siege with boom)",
"order_of_the_dragon vs ottomans",,,,,,,,,,,,,"Fast knights rush, counter Janissaries (watch for siege engineering; if no early push, siege with knights)",,,,,,,,,,,,,,"Janissaries with spears, counter knights (watch for siege units; if pressured, add Great Bombards for superiority)",,
"order_of_the_dragon vs rus",,,,,,,,,,,,,"Fast knights rush, siege with boom (watch for horse archers; if no archers, siege with knights)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for siege units; if no knights, hunt with boyars)",
"order_of_the_dragon vs zhu_xis_legacy",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for cavalry rush; if no rush, siege with knights)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for siege units; if no knights, dynasty with siege)"
"ottomans vs abbasid_dynasty",,,,,,,,,,,,,,"Early horsemen from military schools, pressure eco (watch for camel archers; if countered, mass Janissaries with spears)","Rush camel archers, disrupt military schools (watch for early horsemen; if no push, 2 TC boom with siege)",,,,,,,,,,,,,
"ottomans vs ayyubids",,,,,,,,,,,,,,"Siege engineering with rams, hold with Janissaries (watch for horsemen mobility; if no raids, add archers to counter Mamluks)",,"Rush horsemen, target military schools (strike fast; watch for Janissaries; if no early push, mass Mamluks with siege)",,,,,,,,,,,,
"ottomans vs byzantines",,,,,,,,,,,,,,"Early horsemen, transition to Great Bombards (watch for cataphracts; if countered, add spears to defend siege)",,,"Rush cataphracts, disrupt military schools (watch for Janissaries; if no early push, cistern boom with siege)",,,,,,,,,,,
"ottomans vs chinese",,,,,,,,,,,,,,"Janissaries with spears, counter fire lancers with strong infantry (watch for Nest of Bees; if pressured, add siege engineering for rams)",,,,"Rush fire lancers, disrupt military schools with early raids (watch for Janissaries; if no early push, Nest of Bees with siege)",,,,,,,,,,
"ottomans vs delhi_sultanate",,,,,,,,,,,,,,"Early horsemen, deny Scholars with Janissaries (watch for war elephants; if countered, add spears to hold ground)",,,,,"Fast Feudal, war elephants with spears (watch for horsemen; if no early push, fast Castle with towers)",,,,,,,,
"ottomans vs english",,,,,,,,,,,,,,"Fast Janissary push, from military schools (watch for longbowmen; if countered, add spears to protect Janissaries)",,,,,,"Mass longbowmen, turtle with boom (watch for Janissaries; if no early push, longbows with knights)",,,,,,,
"ottomans vs french",,,,,,,,,,,,,,"Siege engineering with rams, counter knights with Janissaries (watch for trade routes; if pressured, add spears)",,,,,,,"Fast knights rush, counter Janissaries with mobility (watch for siege engineering; if no early push, knights with trade posts)",,,,,,
"ottomans vs holy_roman_empire",,,,,,,,,,,,,,"Early horsemen, deny relics with Janissaries (watch for prelate infantry; if relics secured, transition to gunpowder)",,,,,,,,"Infantry rush, disrupt military schools (watch for Janissaries; if no early push, infantry with siege)",,,,,
"ottomans vs japanese",,,,,,,,,,,,,,"Janissaries with siege rams, counter samurai with strong infantry (watch for shrine eco; if pressured, add monks for support)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Janissaries; if no early push, mass samurai with siege)",,,,
"ottomans vs jeanne_darc",,,,,,,,,,,,,,"Early military school units, add monks to counter conversions (watch for Jeanne’s knights; if pressured, transition to Janissaries)",,,,,,,,,,"Fast knights rush, convert Janissaries with inspiration (watch for early horsemen; if no early push, convert with siege)",,,
"ottomans vs malians",,,,,,,,,,,,,,"Horsemen to kill cattle, Janissaries to counter Musofadi (watch for stealth attacks; if pressured, add archers)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom for gold eco (watch for horsemen; if no early push, mass infantry with spears)",,
"ottomans vs mongols",,,,,,,,,,,,,,"Early horsemen, deny trade with Janissaries (watch for Mangudai; if countered, add siege to break defenses)",,,,,,,,,,,,"Mangudai rush, disrupt military schools with steppe mobility (watch for Janissaries; if no early push, trade with cavalry)",
"ottomans vs order_of_the_dragon",,,,,,,,,,,,,,"Siege engineering with rams, counter knights with Janissaries (watch for siege units; if pressured, add spears)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early with dragon bonus (watch for Janissaries; if no early push, siege with crossbowmen)",
"ottomans vs ottomans",,,,,,,,,,,,,,"Early horsemen, from military schools, pressure eco with free units (watch for Janissaries; if countered, mass Janissaries with siege)",,,,,,,,,,,,,,"Early horsemen, from military schools, pressure eco with free units (watch for Janissaries; if countered, transition to Great Bombards)",
"ottomans vs rus",,,,,,,,,,,,,,"Janissaries with archers, counter horse archers with strong infantry (watch for horse archers; if countered, add spears to defend)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for Janissaries; if no early push, hunt with boyars)",
